SalesID,SalesPersonID,CustomerID,ProductID,Quantity,Discount,TotalPrice,SalesDate,TransactionNumber
2086247,22,71046,410,18,0.2,396,59:45.1,473CDMAEL4CLK4C6FUPT
1160940,14,65764,139,17,0,238,57:39.0,FUP6T7OWGZJJR8LAP456
5006016,5,3552,346,1,0,5,58:34.9,EJGDN2VETU0LCR6PNIC1
1678087,17,82240,447,21,0,357,38:07.1,SKXYPV88QVUADLUSDXM1
718268,14,35166,1,9,0,126,13:19.3,Z4FZQXSFHISFLMW16I71
6395200,7,26788,343,7,0,49,35:00.5,ANP5GOLSJBQ7DYQ7CB3U
1968383,3,39834,170,11,0,33,58:02.0,GIQPT14WUPDNUW2X6ML7
2627646,1,82613,36,21,0,21,02:54.7,DJIRJSZUPFBFTYJUGSAJ
3731472,13,42412,354,11,0,143,43:11.9,0RNJOCVEKUVSZN6L8S8Z
2332723,23,96592,2,25,0,575,58:09.3,O9HTC7OIB202B8KFO9B3
1253917,12,13994,277,4,0,48,29:28.3,TKV2WJYQ86SGSXHDRR7J
4314999,18,86786,39,22,0,396,31:45.3,QN9BD07UJQHRGNXDB9OI
2626737,10,64155,17,17,0,170,38:51.4,1ZUH4KR24ONBM9NNJUXE
1267389,2,12245,315,4,0.1,8,58:28.0,A31T0B8DR6IO3Z1KC3V5
1573666,20,87849,214,23,0,460,38:18.3,066PQ2JYYMQ8XAW9RGB4
6130768,15,92592,392,24,0,360,46:12.2,D7TOTUOHHFMD0SZO50M8
5766995,3,96486,353,25,0,75,08:26.9,3W00ZL3EFARAXQ2I3UKK
775736,6,3969,331,2,0,12,52:24.7,AJ5DDUJ9PGKO4ZCTZCR5
2926823,13,78736,93,20,0,260,21:02.3,B88H5QLRJHDGGPJM7CA5
2379900,6,77192,45,20,0,120,06:09.9,HFS8BIPPARQSELUT916A
4499088,12,74592,70,19,0,228,12:41.5,Y1GV1BXWORWLLXDF3G7F
3605779,21,85627,154,22,0,462,15:23.0,H6G1HLAFMO7K60RHNQYB
3652453,8,32004,136,9,0,72,32:01.7,7OAWDSKD6W8YHUW17X9V
4061018,11,41143,171,11,0,121,44:28.4,HPWCF3WDTUF98AFEAF1P
5858020,12,53328,38,14,0.1,168,02:07.7,0BDTJJ7Y05Y0I4ABAOOW
2297081,10,25783,24,7,0,70,06:47.0,AZKHUZQBL1TTOLG95294
6070885,19,59530,353,16,0,304,45:26.0,8UYNLPVZJFPCJRQUM472
4870017,3,77228,352,20,0,60,17:59.0,8DKAODQV5XJRZEWSKBFA
2242125,13,92258,224,24,0,312,35:50.3,5415E8RE5KK9PGH01LCL
6723403,19,39711,353,11,0.1,209,27:38.7,1119SEM4WR262MQN3VQH
4853707,8,81760,261,21,0,168,22:39.3,OB1VF99IMH3QNO98O6NU
2450606,9,50940,102,13,0,117,52:42.0,QICG0GCZPU5OAGTY9MQU
5811989,10,96144,380,25,0,250,10:50.3,6V1H81GN5BLNXO2AA0YI
4867926,18,31011,64,8,0,144,09:47.0,WRE6IABMDG7HKZFI0AYL
6606644,18,62472,429,16,0,288,51:06.3,X03BMIR6UZUND123OQ01
6334971,17,95289,385,25,0,425,33:53.3,ADI82RSS2RTG25GJ8KY6
2411478,6,17949,55,5,0,30,30:07.8,RDY0M3NDDW8S32JCKLD9
1423627,9,45779,272,12,0,108,40:43.6,8U4QMNMUBQEHBS1SQDJH
4169626,22,46938,363,12,0,264,47:07.8,9F4CPXO8D6TYZAZ5LUPH
3205950,14,71276,198,19,0.2,266,01:34.6,51724RLUFO7RHCHELEOF
3373027,5,26931,170,7,0,35,48:36.8,ZS7QDP6ZEOHQPR528BTD
5489434,14,86983,156,23,0.1,322,23:52.7,9WPV7L8OGQCF75FCQ3ZC
5694749,21,46707,151,12,0.2,252,28:55.4,HQU4O0AXTRAKLM9TH15S
5057886,16,97434,211,25,0,400,44:01.5,BN8S2QLGE6AKP3F7BPB4
3667348,19,97631,130,25,0,475,00:22.6,LBTOTJT7BA98117XDKV1
261866,16,16418,397,5,0,80,43:44.9,L8VVJDD0843LPEAQPQFX
890123,15,29858,361,8,0.2,120,03:30.4,OJ36J5D588VGVHCDJ8IR
2547339,21,82197,343,21,0,441,35:09.7,IMJ7AUB3HN92Q6I9XL46
3913244,12,70035,247,18,0,216,09:29.3,8I7VQDQ4O2UXA4JIBJ3Z
6615900,12,1596,143,1,0,12,21:00.5,HPE1947WLQ8X4668EWE6
5344335,19,19982,133,6,0,114,10:59.4,2S2EPW5JM4LM50KJWZK6
3504095,12,675,132,1,0,12,56:15.1,747VPDGNU5ULKUXJJWGM
4045260,2,12131,82,4,0,8,08:54.4,O2DNZRQ7RRRKIVO0AKJA
2530509,15,66366,319,17,0,255,33:10.0,V500MW75BYNOVKJIQ5QX
5151384,1,4704,52,2,0,2,11:59.5,M8JHISJ0I2TTMI1ASGYY
201142,23,93949,400,24,0,552,01:59.6,IIVUQ4GYWKL62QWHFMUS
1350570,16,50655,136,13,0,208,41:12.4,EUS4DO31WTMW1UNUZ2T7
1265574,23,64095,293,17,0,391,49:08.3,9SCFZ72NPWP8Q1163AQG
3244064,18,29685,267,8,0,144,32:42.4,MUGO5Y94SLGFN9N1GY9E
6119398,10,55279,357,14,0,140,53:21.3,7T7GDXSOIAXR8JQRLTV4
3662055,3,11107,54,3,0,9,28:43.5,IVXIN9FSDO7OKHW7KHZC
2426935,22,64920,105,17,0,374,59:06.6,NU34RDDPX5J5NIR79SD6
2146172,3,89135,276,23,0,69,51:40.0,IUXWKRZRXGBSNE9ALB80
466424,9,2907,448,1,0.1,9,21:30.4,1MXE982JPMWC1W4BB924
416923,11,91181,272,24,0,264,24:37.1,JHL08H7I7W642CQAAEZM
2193531,19,17291,107,5,0,95,52:16.9,LE7ISXNNWRY8JSK61XX3
530786,18,64189,447,17,0,306,32:26.7,68F85IWAFQJ42FAPOYVN
373694,23,70758,371,18,0,414,48:21.8,PDIFQDN5JWGU28J1KIOZ
202186,3,61817,394,16,0,48,47:09.5,7LSRWCLTT2NXC8W50D5J
1138031,4,55389,309,15,0.1,60,14:32.4,9SVJJ14EEPTWLHVHEDUT
4827357,11,68958,249,18,0.1,198,32:03.9,2IKLATPW7N5IT0NCP5D4
4806035,6,88453,174,23,0,138,17:16.6,0YFKKD7DGHSP5YF9AGOB
5327514,3,5620,452,2,0,6,25:57.0,D7P7TTDLNKNJWWU43B9T
5849999,20,43743,144,12,0,240,58:44.1,GAD8UR94RRFQK7JMH874
5688716,4,46303,433,12,0,48,49:15.8,F8K8WRP0AZT4SND1VV82
1042654,15,48391,137,13,0,195,25:04.3,M8KN4UHRQ3UEDJAAT5IM
864292,7,81214,53,21,0,147,55:33.3,AUHIPRMFWMD0CBWKRFDS
6071538,22,74126,451,19,0,418,09:58.5,SWREQ0STYTNW5T4OE0PG
5994235,11,74266,325,19,0,209,23:30.7,S4R84YS3OT47DLB7OJED
2486453,2,24979,235,7,0.2,14,58:59.2,097FC3RTBP39HKHT3B1E
2301554,13,43041,353,11,0,143,24:09.8,E6RN8QZ2HQSSL5KSGAN7
1682710,17,11591,94,3,0,51,29:38.1,WY3O1I8H7WX94ZQZG83C
6252915,20,69978,451,18,0,360,32:34.4,HI9NV8PD69G8IORB55MF
899062,16,27867,320,8,0,128,37:12.3,JHZJXX3WAMG2CZXK03KW
5817597,13,71254,434,19,0,247,53:45.2,CKJTDRU0WZ2P3F4EQ4QG
5496588,5,36270,294,10,0,50,,OL9RLWOMJNU440MPUQ7L
125928,22,38062,246,10,0,220,30:38.3,0N8MNIOHUW1RF9M8YESR
6455601,15,22884,67,6,0,90,26:09.0,KG92046C66K2PWY1DAUN
5943118,15,10650,379,3,0,45,24:34.6,DFMB0GVJRYVSE2EEHMW7
5709134,20,97558,80,25,0,500,35:49.2,MFRIMDKGEOT500J041L2
6589264,9,2327,215,1,0.2,9,59:13.0,X9FIJIS5WEXCDCPSUACI
5816323,19,59301,139,16,0,304,39:10.3,AEOP91Z80S87W7663YUA
2812025,19,34843,293,9,0,171,34:27.3,F3E5C2KAJPMXEBJJE8P0
874624,14,39259,59,10,0.1,140,32:57.2,70STA8SH98XZEEFTS0N0
3209566,22,95061,445,25,0,550,37:47.1,NZOM7A8WAWNYQNKXVXIL
1339849,2,70192,316,18,0.1,36,53:00.0,3Y28FRWBLCDB40G6E20R
2466076,19,85190,426,22,0,418,25:04.7,KFHK5925O7ETTO86MJW8
4020938,14,42973,312,11,0,154,14:45.4,BCQ5KWF042X341YTZX2O
1073302,22,53544,437,14,0.1,308,01:25.6,08RAWA90L3VWSCUYDUZD
3407476,8,92140,168,24,0,192,24:33.1,HHP0S5HBNU2SIE51UMA1
5004658,15,19102,237,5,0,75,23:13.5,F4257VFJGMQCCXTM4BKC
1354509,11,80615,174,21,0.1,231,16:13.5,UTJG83W6DLS00V8ULE4L
4657511,15,25421,100,7,0,105,42:34.4,8SQJB7YBW66M2NFO4CHQ
4586876,11,19982,142,6,0.1,66,31:47.6,4VQJWOM5PKDTXJD1G1VV
5877250,12,47764,439,13,0,156,22:53.9,A8MLOPRC5Z6983UQT5VV
1972460,10,38824,379,10,0,100,49:44.3,8B7CZN05236DJCROC3OM
5015199,23,38289,6,10,0,230,52:01.4,8OZU9GOMHCYMYBCEYEJR
6663469,3,840,150,1,0.2,3,57:05.5,3VEC6IGZYPE9HXHUXXH8
638832,7,28812,368,8,0,56,31:22.8,BYID2AGXUICO1GDSDJ8V
6164134,18,1809,407,1,0,18,00:01.4,BT1J1LF9MZNF9SZ1QDD8
4415562,22,26754,137,7,0,154,27:27.9,73PTPCIV4K69KPW07GCW
5546475,5,73521,263,19,0,95,41:05.4,MA88FH5OT3DKDXRK15UC
5104407,1,52644,148,14,0,14,41:31.6,ZA74MSIX2BJEHZGWPFAB
1024655,2,908,196,1,0,2,13:19.5,VJ290285T9VLXGEV0LZ5
4444605,2,59681,425,16,0,32,49:57.6,WK5YC9URRU3XOX2DCHH1
2155368,11,1606,155,1,0.2,11,40:10.4,32UD5W59BMROAVIGKEGN
6049336,11,90982,43,24,0,264,48:59.9,QBU4NJZ20SEQ4IBJPPRC
5237199,19,79041,363,21,0,399,50:23.8,S45QXRM4OVE2RZSGIZBY
5071598,23,78180,16,20,0,460,24:23.4,6CDOKHJ1AW5BSOGTLPBD
1091148,6,76548,271,20,0,120,39:35.7,QQHQT8DXI5OOH51T6O8E
4956804,23,91229,369,24,0,552,11:33.2,NA2DGA5ZHXK22HL627EU
501609,3,76790,129,20,0,60,00:10.7,C74BZ1FFOQEKUM04FM13
3798880,10,66041,34,17,0,170,55:36.7,YZQRPTWABW3E1O1GPQC7
3393597,17,76159,385,20,0,340,20:58.3,4I4JWIM6FWLO2BM8J2UI
6123688,6,60920,320,16,0,96,44:34.5,HQ94N0G92M4SM886IJID
6444740,16,63504,276,17,0,272,03:55.3,S8ZD8M3TOM8C4QM37J8P
5550557,11,2763,411,1,0,11,06:56.5,V678Z3HOHZE39UPIS9WV
3638329,9,38995,427,10,0,90,51:42.4,0N66HE8AHBP0341DCD0R
6493817,9,65009,43,17,0,153,56:32.5,VNK2P1XGVODB984DFRW3
51931,5,29489,213,8,0,40,52:18.9,8LOV7BNDP1V8XPRWGODC
247555,15,61428,275,16,0,240,17:54.4,KCWD1Z8IZUVVN481KC31
5006940,22,1900,284,1,0,22,47:02.8,ATAF8AIFVQRXVWZZ84VS
1796127,19,74501,312,19,0,361,04:35.2,A1TWRO226YTCDG8UL6XK
507830,11,14401,72,4,0,44,29:02.4,RESWAG9Y0R8CRB1PHREU
190404,14,78724,57,20,0,280,43:23.0,0DZJ4DPZUV5QK5ZJ3QXB
5078924,8,17435,214,5,0,40,27:09.3,17T3BZQYHT7XVXRIM96C
2615334,6,56894,51,15,0,90,45:03.8,Z368HU2XZJ11U15K0K6P
1780028,21,40415,98,11,0.2,231,37:21.3,Y3J6L0VSOKYKYGF6110A
1270729,8,70008,361,18,0,144,05:06.1,LJASOYRWQEDOHN14LXVY
5913898,17,35343,158,9,0,153,15:44.8,SBEVGR80J3ZSHB4D2SFF
3154735,3,85308,220,22,0,66,03:54.7,SLWUFOUHT5MZYMJS72PF
4966703,3,9516,41,3,0,9,56:31.2,LYVD5USEDOM6K5932IPQ
771098,5,69956,208,18,0.1,90,22:30.7,WCQ6556RYM6C7FGPRFFK
1734700,18,92638,317,24,0.2,432,32:56.7,6AUQSHDET4RD4XJIB825
6103426,16,95903,416,25,0.2,400,48:38.3,V3VGUPV73DK2H68DSGA9
6733454,7,28815,352,8,0,56,21:29.0,KO1OYQ5GPPUD90YMYCYV
5273829,9,72647,356,19,0,171,02:36.7,7KYH6OMSWZSVG99HBQV9
5902888,8,7836,86,2,0,16,11:26.2,Q21TBCKYYDN8A1V02EEZ
298537,17,17176,376,5,0,85,08:00.2,ALNOUXEB4QYL5F02X1AF
6632053,12,32782,256,9,0,108,35:55.9,SPSNK601GL6BDB2NG16P
177384,23,29204,113,8,0,184,26:10.7,B0IRJDJLNA92RSNO4DRS
5981269,16,78454,201,20,0,320,48:23.0,KZSQYTCTT3U52B73LWUF
1934346,19,72571,278,19,0.2,361,55:48.4,0WOUR7Z30LPYYLLXJ2Z8
5601464,16,91527,128,24,0,384,23:37.1,1CFYC1CI3NGXU2DUPIUO
3000473,16,19318,429,5,0.2,80,33:02.6,JK5EIQ5WEKTK52QG7DMQ
1828321,1,40000,229,11,0,11,43:52.3,SCALA4NNRKAYFIPCZJMU
2992591,21,68412,170,18,0,378,31:54.0,9Q5WU5LNB8LS7CHHKLOH
2684406,14,58827,56,15,0,210,27:26.5,LJVHGCI5Q0BCA6U0VRQ2
6648444,18,33690,307,9,0,162,41:54.7,KVHZH13HLL63UGECEOD0
4102146,12,38730,330,10,0,120,44:39.8,JOQNC63Z9MN4JTYWHZ0P
6689646,11,49675,267,13,0,143,33:32.6,3OY26NJTQHKMLS9DE32F
4373372,22,52767,424,14,0,308,35:24.6,EKLJRG6QA2XWSBXNS3HT
1022197,23,7477,104,2,0,46,58:04.9,5S08Y39O4I4NACE0IPEL
1702957,13,14160,258,4,0,52,02:14.4,RU6BFVQD4M9GBQBBXDFN
918389,1,74003,148,19,0,19,22:43.1,YJIMEJWM5XIYHPBJ676X
4601497,14,4850,337,2,0,28,53:26.0,F3XFJDIQ3H47WPM3Q7RU
3210529,8,37004,428,10,0.2,80,44:01.6,A19Q4ITENB8Z7OKUCT1U
1492323,20,6797,172,2,0,40,44:23.0,7S8R237ABXHE93EW08DR
6284669,4,10320,236,3,0,12,12:21.5,T12W0IJL7479D9VHC1BS
6720687,4,77223,332,20,0.2,80,02:57.5,8XPXHXHY4HW2RT73H21L
105202,11,58999,153,15,0,165,42:44.1,ZBU6O70VRNNH6ZCXEGR8
2762954,8,96247,190,25,0,200,09:41.3,D7MI93EMPTLFG3T9LVIZ
1973609,9,78963,440,20,0.1,180,14:32.9,VJ3M7UIROIA9L7IGYTED
2156250,20,31948,239,9,0,180,25:34.7,6U6IZ0ZKQJELK9S44ZRY
5466624,10,28295,264,8,0.2,80,57:21.7,UFX18861G8V3DBW5V6RO
2162740,14,35725,5,10,0,140,29:15.8,9TQH7TAUI457SUB2AF5X
202749,10,83729,221,22,0.1,220,16:53.3,GW9RA50D0Z4SP4TUDH36
4410473,6,11584,412,3,0,18,14:53.2,VJR5AKF3CE58VAHE65HW
5432606,15,65590,333,17,0,255,06:52.2,2Y8ED5H040RUFDNDR737
303699,1,5520,265,2,0,2,30:52.9,PCC6IA5IJOX7Y9UCM7F2
2269913,10,76041,126,20,0,200,06:19.0,EBMXZHZUCMJSPSO9KXO4
1316198,21,80966,107,21,0,441,14:57.6,0OTQZCHNCCOB6DXB68IX
5270611,17,77834,394,20,0,340,49:54.7,10A91X6ZZJORDTWWHBEP
4210788,17,13457,341,4,0,68,30:43.2,SG68OBNXP0SZ4FYHXICT
2597254,18,29305,56,8,0,144,16:56.0,MGJUP2YPB750512PB5HX
2588030,21,9836,173,3,0,63,29:04.3,EW16EV4W0YMRMU5UHQPW
4219076,1,27339,290,7,0,7,05:26.8,9350I789RCHPNYQU8LFU
4232495,1,60830,242,16,0,16,06:52.7,4Q04DIHW81WU62HPNLF7
5095669,7,71587,391,19,0,133,04:11.6,0843RPT5IEWA07SW8BCP
3308776,20,16898,58,5,0.2,100,49:27.6,4ZV92YVE6ME8LBN1B1I7
1826163,12,95076,296,25,0,300,22:24.5,RWN0GWYL4MY0UFGS9P2C
432876,13,36033,44,10,0,130,54:09.2,ASO1P70J68SLWOMU3RQA
2416236,8,42964,47,11,0,88,41:03.4,1Q84TTBGY005KX7MNQS1
1172423,12,15616,55,4,0.1,48,15:00.5,K1P15ASU7GCKTH92VOYX
821251,2,97261,158,25,0,50,40:09.8,QD91W1R34NOXCER6M74Z
2410586,1,46507,56,12,0.2,12,13:10.2,YZ8I5R3UAGAEZZV438G7
2879779,21,1461,96,1,0,21,01:44.8,PVLVGOK1AA087Z20JTKV
5429861,17,92011,354,24,0,408,50:27.0,CXL0HKP5HFPRVXDKNSJO
1521428,18,21155,190,6,0,108,12:28.1,B3S3BO1PS15E8K41FM7N
5603306,9,44089,17,12,0,108,57:14.8,GO0OE2F6A6NOW24FKLBX
6411125,1,69071,111,18,0,18,30:53.2,ZOV2L9JT1CSTYQDE22LZ
184109,8,579,3,1,0,8,30:00.1,7MM48W06BUPDWS2RBUCU
1188944,9,81025,11,21,0.2,189,41:58.2,7LH4U2QX8MF4ZNTF5HKX
710395,17,37676,399,10,0,170,39:11.5,9A2Z3C9UXE4ELGRJ3DL7
6094947,11,87675,28,23,0,253,09:11.6,HR6VRVZYCOFP9L0KOJ7W
288012,13,1754,109,1,0,13,34:47.4,AASRDYWVLMOKREV3URT2
2640704,13,73437,23,19,0,247,57:17.6,J2IRB4FQEG8OWZR9MUP1
5166092,21,42164,338,11,0.1,231,09:36.9,AV6J4A04QZFZP4LSG7AQ
1416697,13,85764,397,22,0,286,40:13.8,5EC47U5YMRIWPDWIR7SZ
2647978,7,79879,56,21,0,147,04:16.8,AO3BD8YAFNUJOIQD2Q4A
1518633,3,15650,335,4,0,12,09:33.6,ZDWNFKNYBZ0VW11JN0S4
4315996,16,81691,15,21,0.1,336,56:33.8,GGRADVR6SEO16ER8D1N3
1888555,18,32147,84,9,0,162,28:03.1,BY4LRUL05G7CUQYCCR8X
6354661,16,16003,182,5,0.2,80,05:25.5,RA9AS40QU2OR8Q1JXLIA
5210165,13,91914,451,24,0,312,,GJ5SIDVVAXCH26L93QOP
6108966,19,78017,108,20,0.2,380,58:26.4,HJD6MFRXC1TCROGRC2SW
4214969,2,10,417,1,0,2,25:22.8,45S0H89H4371MJ0JJHQF
4986817,2,62346,446,16,0.1,32,20:42.9,8P2WVM9D6FZFQ8NPDB9G
4240507,21,23016,103,6,0,126,02:38.7,3A97DT3G5REDQH0909LU
5163493,21,27364,396,7,0.1,147,30:45.8,Y1ETEVIUMRUIRBIN0R8F
1880392,6,95619,28,25,0,150,11:04.9,TYV71HXDIFNKPS3W4SAU
4389066,3,36724,127,10,0,30,06:52.2,1ZL8PELYA4JXLYX6O4Y6
2363436,20,51105,7,13,0,260,20:58.0,UQ9UOF8AWKNVV89BWDY6
4367529,8,65191,79,17,0,136,52:57.7,KAIVO4HSOQEW7OBMGJYE
1506578,14,75555,24,20,0,280,13:53.2,M3QG5G1TJQFS9XU4J7LH
325455,5,25845,396,7,0,35,12:37.6,2C2X2YBOR886J133067G
2715589,12,21645,375,6,0,72,42:27.9,ZDXNWB5PDLN1MPMOLG2L
6410272,21,82657,117,21,0,441,34:08.6,V4NJW1ONMR7SMYMCBXV0
13858,22,53354,422,14,0,308,45:23.6,6K7ON5VBHQMM61L923T4
3718715,16,54180,379,14,0,224,34:03.5,0RG6T9EDP9I8RE47QK7J
5435826,1,81292,251,21,0,21,14:01.5,9NI05VZLIOIMEW47V3NH
2071289,23,85108,319,22,0,506,02:09.6,WAIN8WNZ2UEPQ6XCSOYY
1290359,18,68642,35,18,0.1,324,11:25.1,9FKO6M90HUEBJ1CUS3LP
3517054,5,95522,290,25,0,125,51:23.7,J4WHS5W9V2446KB6MMEV
3171534,3,67176,233,18,0,54,10:43.1,V4E7W13JVK2BDHCV5POZ
1566254,5,42519,140,11,0,55,15:58.1,NJ32WKVY5Q9FUYOL6E31
565630,14,23346,102,6,0,84,42:45.7,SEIIABPP4NMSCABQNOHV
6438489,17,49855,317,13,0,221,29:06.9,A2D5ROHVJCDM3WK00IAD
6307774,2,96469,159,25,0,50,50:14.7,5IQGRYYJOHJTG66QJKFQ
4101071,12,25254,391,7,0,84,42:20.1,NGYBVRSZGT5NQ7QQXCGR
5451463,10,31842,320,9,0.1,90,40:04.6,QC401GS9B2QN7X2WFCVQ
4470178,1,72310,133,19,0,19,54:31.5,V3RED7MA3JI64DDZPO7F
6182919,7,54359,417,14,0,98,,M0E412P94CZ66X5XENHL
4407281,7,70133,379,18,0,126,59:31.9,NLWYYW9ZHV06ZBAI6PKE
2195859,12,14285,266,4,0,48,31:16.0,NPRLF432K549UDT6SNMR
4451433,3,314,171,1,0.1,3,20:54.8,VDOW1THP2SFLG8RXR51W
924358,21,14465,8,4,0,84,55:38.0,TXGISY1MD761G4IZWUIL
188635,18,61218,400,16,0,288,17:05.2,SR6GUINU228UGUPENV8P
6721975,21,95776,29,25,0,525,00:22.0,K6O3MHEONV41PG1N4RKO
4132536,8,79863,17,21,0,168,53:23.5,7UKKQN3W29I3IGDD9LMZ
5073578,5,33356,30,9,0,45,33:41.7,RDSU3MQ53RDJAQ7G4B87
5627081,7,64905,328,17,0,119,07:29.8,7NJUPEQGQPA2QGIWGBCO
4401153,14,81873,315,21,0.1,294,15:17.8,95JLHNVL9HSUUUF417GN
3347261,6,3899,100,1,0,6,05:41.5,5UVV714CD9NJSZYWT0BH
1891566,4,53258,45,14,0,56,09:06.6,CCNSN5MFUJ7IOSI5FEQD
769490,6,94084,233,24,0.2,144,00:18.8,6G979BJZL7EK28M9X5OD
430306,4,21395,357,6,0,24,27:17.2,G5E2A15MW4I403D3F85V
2997763,14,37188,242,10,0,140,23:55.2,17C9AA7XEQA2SY8Y0GXR
182541,3,76534,134,20,0,60,39:05.1,LTZMSLXVBBCMH9HN70KW
1447029,7,52864,176,14,0,98,23:39.4,2Q9WOXNRMA3KEV9Y2K35
6226325,17,11981,326,4,0,68,09:46.3,AROB2XG5VRJ6OAHWRBB8
4066103,16,75450,399,20,0,320,30:08.7,701S9CT4GLOM9Y78F2L3
248093,12,39265,109,10,0.1,120,32:47.1,XPFKX0A5OHZWV5IOYG5F
3928,21,44637,352,12,0.1,252,56:15.6,C2RK6JH6MDTADA7LZ5TP
872561,8,60611,260,16,0,128,08:46.5,YCO3N9MHT4CBK831EKWQ
5352624,17,48496,290,13,0,221,54:15.2,5MPGJYQJ9VA5WBVNN8EQ
3570728,16,70997,144,18,0.1,288,56:36.8,1NBY3WBY9HC9UG8R80GZ
4188964,6,57667,259,15,0,90,07:31.0,KAOTXYO4S7S17Y48LPPW
294648,8,40713,15,11,0,88,34:42.2,SYB528A9BUU7JA9UL6UF
3696443,5,97951,72,25,0,125,55:38.2,S623WT2WHWQ369IO75OT
2960409,5,70786,445,18,0,90,08:31.1,K5X22WWW9AFJ50LPUGWG
2515410,10,24544,222,7,0,70,28:34.3,OSZY7R9F64MAXEBGX976
2063447,17,55180,145,14,0.2,238,51:45.8,OQEPUWYHVC19OVW39E8D
1084684,22,44645,325,12,0,264,04:45.2,EIDMLH6K7U5G0SSHSJSP
3909766,10,48327,278,13,0.1,130,23:03.0,JWJVLD56XWUNM416PUMV
1842261,2,43949,222,12,0.2,24,17:29.6,JHYI2PA41S44ZYHTX0ML
153902,3,62055,411,16,0,48,21:57.5,BSVP9C1S0SGF5B5DBBCW
6070654,3,61175,172,16,0,48,52:58.9,XVRHBJD91VDFXO1JBMED
4057410,19,40129,143,11,0,209,55:36.6,DIK4K3NCOFPQ19EKY9YP
4843051,18,75581,130,20,0,360,37:19.2,ESV1GYYQS7N3CRD6GLXN
5992009,14,88097,379,23,0,322,31:15.6,G6B17V0PR9SSKPHYXVZT
3152467,5,34046,271,9,0.2,45,14:35.3,XBMDHC7C06QGZ86PYB86
2042567,9,56097,152,15,0,135,48:16.1,X9UGV4OFV74GO2DFW3YQ
3883659,21,66821,372,17,0,357,58:25.1,A1S5OP01IIFPRB4VZ5UX
4091662,21,83207,108,22,0,462,44:44.8,VNYHDXK9UAD1K5PS5ZS9
4002305,6,18098,284,5,0.1,30,46:18.0,QTDRNDNS0E4WCQZ3IEY6
4947488,10,88473,295,23,0,230,01:53.4,RBZ4EMGDQHLH98VLU9M4
4183904,4,47173,435,12,0,48,01:37.9,01TWXF9L0P0N39EIE2F1
3728207,23,24202,305,7,0,161,34:14.8,AW94OM8EYVNWED6TPK5A
5569445,18,74885,338,19,0,342,,7P5CCFF4G1A63LWGFDBG
1888482,23,22204,258,6,0,138,22:53.2,056FSVJ4IRS5E7SPGL6K
3149406,3,87658,252,23,0,69,19:49.2,WVOPRWVH7MKO5123WCZO
1184635,6,24183,334,7,0,42,26:25.7,QS2D5PP5Y6QB2KECQWX6
5400066,8,50786,371,13,0.2,104,06:24.5,1UJO318X52AQ9ZUZZG28
5022110,19,91861,280,24,0.1,456,03:53.5,V7GGNBKL2PG1B2LMLHFV
3482574,7,12237,396,4,0,28,14:12.0,9550L7ZI90BTD6NVZMLT
5179199,3,35997,339,10,0,30,07:15.7,6OP4MMM474T5ECL7T2EB
5340992,4,73604,282,19,0,76,43:40.3,Q7776RSEGPRWAA9MAU0N
5665578,7,87539,131,23,0,161,23:36.9,1A2HYWG2U9UA30VRCXAH
605691,20,90151,233,23,0,460,55:03.3,9TERTKIG2Y3I5R47SXS8
731664,17,10220,78,3,0.1,51,04:51.5,G4SUZSEAFZLQBAX25W8I
5433121,22,97801,31,25,0.2,550,12:12.4,74FFEH3IJJW1Y4IERMOB
5639158,20,73881,40,19,0,380,39:08.1,2W04UOWYPOUDDSO9JF8G
2877095,17,85711,283,22,0,374,59:03.5,5FV4Y9G9EITTJPDODYL5
5260614,4,11892,26,4,0,16,37:49.3,W5WYXKOY1IX4DGNFAYH5
134885,21,7908,161,3,0,63,12:34.9,SSPL45PTODR9DH4U8IEU
6733250,19,75871,331,20,0,380,58:15.1,KLA2J1AXXUZ2LWM0LO3Z
608191,8,74425,182,19,0,152,20:48.4,E16H5U7XN4QVWE4RB0E6
3033850,17,13817,341,4,0,68,28:48.3,7GEX1QMJ34JXTSTJEFZD
3290820,6,44767,353,12,0,72,27:51.1,DF1T4EKJY96V7V1NUUU8
3942491,23,50743,383,13,0.2,299,10:48.9,KFC7252Z341G1I0ZC6BK
2316495,6,79577,69,21,0,126,28:24.2,0A9GR4WUTIFBWE8D5Q9Q
1094998,2,46872,266,12,0,24,10:56.1,F7HUALFKJWHC2GK57OXX
4106156,10,79707,407,21,0,210,56:04.9,WR76CD80UK803R337MRC
6456744,18,59415,402,16,0,288,27:01.4,HSFTQAQEY0H78BYLLKQZ
5501439,8,41394,247,11,0,88,28:36.4,ADDRB4QSJVWDO5HOKO1K
2644981,2,62096,202,16,0,32,34:17.4,YG92YSS54BAXDWN4AJ0Z
1906362,17,79063,194,21,0,357,00:55.6,SMNC5OF1OA1MAWGV4YE8
671665,1,78166,417,20,0.2,20,08:19.1,VB7U9NOP7LCU9DH8D1ML
2476110,3,68575,267,18,0,54,07:30.6,ZJMWTDYM5CHSAXR81IDW
4514343,13,39434,72,10,0,130,27:17.1,R4H9V1J5T44TJ3NW4TKL
681519,5,5728,394,2,0.2,10,32:08.4,KK79OLKSMF6FLP0SW8JG
278465,12,43068,141,11,0,132,33:55.1,H9U38NK7JIHSF43O93SY
